Antares AeroSpace
0.010000, 0.299500
0.020000, 0.596008
0.030000, 0.886561
0.040000, 1.168255
0.050000, 1.438277
0.060000, 1.693927
0.070000, 1.932653
0.080000, 2.152068
0.090000, 2.349981
0.100000, 2.524413
0.110000, 2.673622
0.120000, 2.796117
0.130000, 2.890675
0.140000, 2.956349
0.150000, 2.992485
0.160000, 2.998721
0.170000, 2.974994
0.180000, 2.921543
0.190000, 2.838900
0.200000, 2.727892
0.210000, 2.589628
0.220000, 2.425489
0.230000, 2.237116
0.240000, 2.026390
0.250000, 1.795416
0.260000, 1.546504
0.270000, 1.282140
0.280000, 1.004964
0.290000, 0.717748
0.300000, 0.423360
0.310000, 0.124742
0.320000, -0.175122
0.330000, -0.473237
0.340000, -0.766623
0.350000, -1.052350
0.360000, -1.327561
0.370000, -1.589508
0.380000, -1.835574
0.390000, -2.063298
0.400000, -2.270407
0.410000, -2.454831
0.420000, -2.614727
0.430000, -2.748498
0.440000, -2.854806
0.450000, -2.932590
0.460000, -2.981073
0.470000, -2.999770
0.480000, -2.988494
0.490000, -2.947358
0.500000, -2.876773
0.510000, -2.777444
0.520000, -2.650364
0.530000, -2.496802
0.540000, -2.318293
0.550000, -2.116621
0.560000, -1.893800
0.570000, -1.652057
0.580000, -1.393807
0.590000, -1.121630
0.600000, -0.838246
0.610000, -0.546488
0.620000, -0.249268
0.630000, 0.050442
0.640000, 0.349648
0.650000, 0.645360
0.660000, 0.934624
0.670000, 1.214550
0.680000, 1.482340
0.690000, 1.735319
0.700000, 1.970960
0.710000, 2.186907
0.720000, 2.381004
0.730000, 2.551310
0.740000, 2.696124
0.750000, 2.814000
0.760000, 2.903759
0.770000, 2.964505
0.780000, 2.995630
0.790000, 2.996824
0.800000, 2.968075
0.810000, 2.909669
0.820000, 2.822192
0.830000, 2.706516
0.840000, 2.563797
0.850000, 2.395461
0.860000, 2.203191
0.870000, 1.988908
0.880000, 1.754752
0.890000, 1.503063
0.900000, 1.236355
0.910000, 0.957295
0.920000, 0.668670
0.930000, 0.373363
0.940000, 0.074326
0.950000, -0.225453
0.960000, -0.522980
0.970000, -0.815282
0.980000, -1.099437
0.990000, -1.372608
1.000000, -1.632063
1.010000, -1.875212
1.020000, -2.099624
1.030000, -2.303057
1.040000, -2.483479
1.050000, -2.639087
1.060000, -2.768326
1.070000, -2.869905
1.080000, -2.942809
1.090000, -2.986309
1.100000, -2.999971
1.110000, -2.983658
1.120000, -2.937533
1.130000, -2.862058
1.140000, -2.757986
1.150000, -2.626357
1.160000, -2.468486
1.170000, -2.285951
1.180000, -2.080575
1.190000, -1.854411
1.200000, -1.609719
1.210000, -1.348942
1.220000, -1.074688
1.230000, -0.789695
1.240000, -0.496813
1.250000, -0.198966
1.260000, 0.100869
1.270000, 0.399696
1.280000, 0.694529
1.290000, 0.982423
1.300000, 1.260501
1.310000, 1.525984
1.320000, 1.776221
1.330000, 2.008709
1.340000, 2.221128
1.350000, 2.411353
1.360000, 2.577485
1.370000, 2.717864
1.380000, 2.831087
1.390000, 2.916023
1.400000, 2.971822
1.410000, 2.997928
1.420000, 2.994080
1.430000, 2.960316
1.440000, 2.896973
1.450000, 2.804685
1.460000, 2.684374
1.470000, 2.537240
1.480000, 2.364756
1.490000, 2.168644
1.500000, 1.950864
1.510000, 1.713591
1.520000, 1.459196
1.530000, 1.190222
1.540000, 0.909355
1.550000, 0.619402
1.560000, 0.323261
1.570000, 0.023890
1.580000, -0.275721
1.590000, -0.572576
1.600000, -0.863710
1.610000, -1.146214
1.620000, -1.417266
1.630000, -1.674157
1.640000, -1.914320
1.650000, -2.135356
1.660000, -2.335056
1.670000, -2.511425
1.680000, -2.662701
1.690000, -2.787372
1.700000, -2.884192
1.710000, -2.952195
1.720000, -2.990700
1.730000, -2.999323
1.740000, -2.977978
1.750000, -2.926878
1.760000, -2.846533
1.770000, -2.737747
1.780000, -2.601607
1.790000, -2.439471
1.800000, -2.252962
1.810000, -2.043941
1.820000, -1.814498
1.830000, -1.566926
1.840000, -1.303697
1.850000, -1.027442
1.860000, -0.740921
1.870000, -0.446997
1.880000, -0.148607
1.890000, 0.151268
1.900000, 0.449632
1.910000, 0.743503
1.920000, 1.029945
1.930000, 1.306096
1.940000, 1.569197
1.950000, 1.816620
1.960000, 2.045891
1.970000, 2.254720
1.980000, 2.441021
1.990000, 2.602932
2.000000, 2.738836
2.010000, 2.847374
2.020000, 2.927462
2.030000, 2.978299
2.040000, 2.999379
2.050000, 2.990489
2.060000, 2.951720
2.070000, 2.883458
2.080000, 2.786386
2.090000, 2.661473
2.100000, 2.509967
2.110000, 2.333382
2.120000, 2.133484
2.130000, 1.912268
2.140000, 1.671945
2.150000, 1.414917
2.160000, 1.143751
2.170000, 0.861158
2.180000, 0.569960
2.190000, 0.273067
2.200000, -0.026554
2.210000, -0.325910
2.220000, -0.622009
2.230000, -0.911894
2.240000, -1.192667
2.250000, -1.461524
2.260000, -1.715777
2.270000, -1.952887
2.280000, -2.170484
2.290000, -2.366395
2.300000, -2.538661
2.310000, -2.685562
2.320000, -2.805630
2.330000, -2.897664
2.340000, -2.960747
2.350000, -2.994246
2.360000, -2.997828
2.370000, -2.971457
2.380000, -2.915395
2.390000, -2.830204
2.400000, -2.716735
2.410000, -2.576121
2.420000, -2.409767
2.430000, -2.219336
2.440000, -2.006729
2.450000, -1.774073
2.460000, -1.523690
2.470000, -1.258083
2.480000, -0.979905
2.490000, -0.691937
2.500000, -0.397055
2.510000, -0.098206
2.520000, 0.201624
2.530000, 0.499440
2.540000, 0.792266
2.550000, 1.077175
2.560000, 1.351322
2.570000, 1.611967
2.580000, 1.856505
2.590000, 2.082494
2.600000, 2.287675
2.610000, 2.469999
2.620000, 2.627643
2.630000, 2.759033
2.640000, 2.862855
2.650000, 2.938073
2.660000, 2.983934
2.670000, 2.999981
2.680000, 2.986053
2.690000, 2.942290
2.700000, 2.869128
2.710000, 2.767298
2.720000, 2.637819
2.730000, 2.481984
2.740000, 2.301349
2.750000, 2.097720
2.760000, 1.873131
2.770000, 1.629827
2.780000, 1.370238
2.790000, 1.096958
2.800000, 0.812717
2.810000, 0.520356
2.820000, 0.222796
2.830000, -0.076990
2.840000, -0.376007
2.850000, -0.671267
2.860000, -0.959820
2.870000, -1.238783
2.880000, -1.505368
2.890000, -1.756912
2.900000, -1.990902
2.910000, -2.204999
2.920000, -2.397064
2.930000, -2.565179
2.940000, -2.707664
2.950000, -2.823094
2.960000, -2.910317
2.970000, -2.968461
2.980000, -2.996945
2.990000, -2.995485
3.000000, -2.964095
3.010000, -2.903088
3.020000, -2.813075
3.030000, -2.694955
3.040000, -2.549907
3.050000, -2.379382
3.060000, -2.185082
3.070000, -1.968950
3.080000, -1.733145
3.090000, -1.480023
3.100000, -1.212113
3.110000, -0.932092
3.120000, -0.642758
3.130000, -0.347001
3.140000, -0.047778
3.150000, 0.251923
3.160000, 0.549107
3.170000, 0.840805
3.180000, 1.124101
3.190000, 1.396165
3.200000, 1.654280
3.210000, 1.895866
3.220000, 2.118508
3.230000, 2.319984
3.240000, 2.498278
3.250000, 2.651611
3.260000, 2.778450
3.270000, 2.877527
3.280000, 2.947854
3.290000, 2.988726
3.300000, 2.999736
3.310000, 2.980773
3.320000, 2.932028
3.330000, 2.853986
3.340000, 2.747429
3.350000, 2.613420
3.360000, 2.453299
3.370000, 2.268665
3.380000, 2.061363
3.390000, 1.833465
3.400000, 1.587248
3.410000, 1.325171
3.420000, 1.049854
3.430000, 0.764047
3.440000, 0.470606
3.450000, 0.172462
3.460000, -0.127404
3.470000, -0.425998
3.480000, -0.720335
3.490000, -1.007475
3.500000, -1.284548
3.510000, -1.548787
3.520000, -1.797550
3.530000, -2.028354
3.540000, -2.238890
3.550000, -2.427056
3.560000, -2.590972
3.570000, -2.729000
3.580000, -2.839761
3.590000, -2.922147
3.600000, -2.975337
3.610000, -2.998797
3.620000, -2.992295
3.630000, -2.955895
3.640000, -2.889961
3.650000, -2.795151
3.660000, -2.672412
3.670000, -2.522972
3.680000, -2.348324
3.690000, -2.150211
3.700000, -1.930614
3.710000, -1.691728
3.720000, -1.435938
3.730000, -1.165800
3.740000, -0.884015
3.750000, -0.593396
3.760000, -0.296849
3.770000, 0.002664
3.780000, 0.302151
3.790000, 0.598619
3.800000, 0.889106
3.810000, 1.170709
3.820000, 1.440614
3.830000, 1.696126
3.840000, 1.934690
3.850000, 2.153924
3.860000, 2.351636
3.870000, 2.525852
3.880000, 2.674830
3.890000, 2.797082
3.900000, 2.891386
3.910000, 2.956801
3.920000, 2.992672
3.930000, 2.998642
3.940000, 2.974650
3.950000, 2.920936
3.960000, 2.838038
3.970000, 2.726782
3.980000, 2.588282
3.990000, 2.423920
4.000000, 2.235339
4.010000, 2.024424
4.020000, 1.793281
4.030000, 1.544220
4.040000, 1.279730
4.050000, 1.002454
4.060000, 0.715161
4.070000, 0.420722
4.080000, 0.122080
4.090000, -0.177782
4.100000, -0.475868
4.110000, -0.769199
4.120000, -1.054844
4.130000, -1.329950
4.140000, -1.591768
4.150000, -1.837680
4.160000, -2.065232
4.170000, -2.272148
4.180000, -2.456362
4.190000, -2.616033
4.200000, -2.749565
4.210000, -2.855624
4.220000, -2.933151
4.230000, -2.981371
4.240000, -2.999802
4.250000, -2.988260
4.260000, -2.946860
4.270000, -2.876016
4.280000, -2.776436
4.290000, -2.649115
4.300000, -2.495324
4.310000, -2.316601
4.320000, -2.114732
4.330000, -1.891733
4.340000, -1.649832
4.350000, -1.391447
4.360000, -1.119158
4.370000, -0.835688
4.380000, -0.543867
4.390000, -0.246613
4.400000, 0.053106
4.410000, 0.352294
4.420000, 0.647962
4.430000, 0.937156
4.440000, 1.216986
4.450000, 1.484656
4.460000, 1.737492
4.470000, 1.972968
4.480000, 2.188730
4.490000, 2.382624
4.500000, 2.552711
4.510000, 2.697292
4.520000, 2.814922
4.530000, 2.904427
4.540000, 2.964912
